key,0,1,2,3
927,"Queen of Hourne Boots",56008,"Fashions",123
928,"Ex-arch's Cane",44402,"Costumes",121
929,"Ex-arch's Rod",44401,"Costumes",121
930,"Zero's Order Death Scythe",46651,"Costumes",122
931,"The Warden's Wreath",46701,"Costumes",125
932,"The Warden's Dress",46702,"Costumes",125
933,"The Warden's Vambraces",46703,"Costumes",125
934,"The Warden's Tanga",46704,"Costumes",125
935,"The Warden's Thighboots",46705,"Costumes",125
936,"Crystarium Rebel's Top",44308,"Costumes",95
937,"Crystarium Rebel's Wrist Torque",44309,"Costumes",95
938,"Crystarium Rebel's Halftights",44310,"Costumes",95
939,"Crystarium Rebel's Thighboots",44311,"Costumes",95
940,"Maritime Mirrored Sunglasses",33501,"Seasonal Gear 2",124
941,"Maritime Top",33502,"Seasonal Gear 2",124
942,"Maritime Shorts",33503,"Seasonal Gear 2",124
943,"Maritime Sandals",33504,"Seasonal Gear 2",124
944,"Alternative Cap",50851,"Fashions",120
945,"Alternative Shirt",50852,"Fashions",120
946,"Alternative Leather Bracelets",50853,"Fashions",120
947,"Alternative Trousers",50854,"Fashions",120
948,"Alternative Spiked Shoes",50855,"Fashions",120
949,"Galatea Crown",46751,"Costumes",126
950,"Galatea Bustier",46752,"Costumes",126
951,"Galatea Tights",46753,"Costumes",126
952,"Galatea Heels",46754,"Costumes",126
953,"Ramza's Coat",56051,"Fashions",127
954,"Ramza's Gloves",56052,"Fashions",127
955,"Ramza's Thighboots",56053,"Fashions",127
956,"Ovelia's Dress",56054,"Fashions",127
957,"Ovelia's Drawers",56055,"Fashions",127
958,"Ovelia's Boots",56056,"Fashions",127
959,"Gaffgarion's Burgeonet",56057,"Fashions",127
960,"Gaffgarion's Mail",56058,"Fashions",127
961,"Gaffgarion's Vambraces",56059,"Fashions",127
962,"Gaffgarion's Gaskins",56060,"Fashions",127
963,"Gaffgarion's Boots",56061,"Fashions",127
964,"Cozy Valentione Beret",38351,"Seasonal Gear 4",168
965,"Cozy Valentione Cardigan",38352,"Seasonal Gear 4",168
966,"Cozy Valentione Slacks",38353,"Seasonal Gear 4",168
967,"Cozy Valentione Shoes",38354,"Seasonal Gear 4",168
968,"Comfy Valentione Beret",38355,"Seasonal Gear 4",168
969,"Comfy Valentione Cardigan",38356,"Seasonal Gear 4",168
970,"Comfy Valentione Skirt",38357,"Seasonal Gear 4",168
971,"Painted Eggy Eyeglasses",31301,"Seasonal Gear 1",169
972,"Party Eggy Eyeglasses",31302,"Seasonal Gear 1",169
973,"Slim Frame Eggy Eyeglasses",31303,"Seasonal Gear 1",169
974,"Spriggan Eyeglasses",31304,"Seasonal Gear 1",169
975,"Chicken Eyeglasses",31305,"Seasonal Gear 1",169
976,"Blooming Eyeglasses",31306,"Seasonal Gear 1",169
977,"Realm-roamer's Jacket",56151,"Fashions",128
978,"Realm-roamer's Gauntlets",56152,"Fashions",128
979,"Realm-roamer's Slops",56153,"Fashions",128
980,"Realm-roamer's Greaves",56154,"Fashions",128
981,"Realm-roamer's Earrings",56155,"Fashions",128
982,"En Fortune-teller's Top",56156,"Fashions",128
983,"En Fortune-teller's Wrist Torque",56157,"Fashions",128
984,"En Fortune-teller's Skirt",56158,"Fashions",128
985,"En Fortune-teller's Boots",56159,"Fashions",128
986,"En Fortune-teller's Earrings",56160,"Fashions",128
987,"Vibran Princess's Tiara",56161,"Fashions",128
988,"Vibran Princess's Dress",56162,"Fashions",128
989,"Vibran Princess's Dress Gloves",56163,"Fashions",128
990,"Vibran Princess's Bottoms",56164,"Fashions",128
991,"Vibran Princess's Bootlets",56165,"Fashions",128
992,"Eastern Technomask",50901,"Fashions",129
993,"Eastern Technojacket",50902,"Fashions",129
994,"Eastern Technogloves",50903,"Fashions",129
995,"Eastern Technogaskins",50904,"Fashions",129
996,"Eastern Technoshoes",50905,"Fashions",129
997,"Humble Overalls",56101,"Fashions",130
998,"Humble Gloves",56102,"Fashions",130
999,"Humble Boots",56103,"Fashions",130
1000,"Battlefield Rose's Eyeguard",56104,"Fashions",130
1001,"Battlefield Rose's Coat",56105,"Fashions",130
1002,"Battlefield Rose's Manicae",56106,"Fashions",130
1003,"Battlefield Rose's Tights",56107,"Fashions",130
1004,"Battlefield Rose's Sollerets",56108,"Fashions",130
1005,"Oversized Ulala Neotunic",30401,"Seasonal Gear 1",170
1006,"Oversized Masha Neotunic",30402,"Seasonal Gear 1",170
1007,"Oversized Narumi Neotunic",30403,"Seasonal Gear 1",170
1008,"Oversized Picot Neotunic",30404,"Seasonal Gear 1",170
1009,"Aunt Tii's Neotunic",50951,"Fashions",171
1010,"Oversized Aunt Tii's Neotunic",50952,"Fashions",171
1011,"Form-fitting Aunt Tii's Neotunic",50953,"Fashions",171
1012,"Neo Queen's Tiara",46801,"Costumes",172
1013,"Neo Queen's Dress",46802,"Costumes",172
1014,"Neo Citizen's Hooded Tunic",46803,"Costumes",172
1015,"Neo Citizen's Shorts",46804,"Costumes",172
1016,"Neo Citizen's Shoes",46805,"Costumes",172
1017,"Yozakura's Joi",46851,"Costumes",173
1018,"Yozakura's Gloves",46852,"Costumes",173
1019,"Yozakura's Kyakui",46853,"Costumes",173
1020,"Yozakura's Zori",46854,"Costumes",173
1021,"Alternative Leather Ribbon",50856,"Fashions",120
1022,"Alternative Ruffled Dress",50857,"Fashions",120
1023,"Alternative False Nails",50858,"Fashions",120
1024,"Alternative Bloomers",50859,"Fashions",120
1025,"Alternative Boots",50860,"Fashions",120
1026,"Graffiti Neotunic",50954,"Fashions",171
1027,"Oversized Graffiti Neotunic",50955,"Fashions",171
1028,"Form-fitting Graffiti Neotunic",50956,"Fashions",171
1029,"",50957,"Fashions",171
1030,"",50958,"Fashions",171
1031,"",50959,"Fashions",171
1032,"Blessed Millkeep's Saw",40524,"Achievements",80
1033,"Blessed Forgekeep's Hammer",40525,"Achievements",80
1034,"Blessed Hammerkeep's Beetle",40526,"Achievements",80
1035,"Blessed Gemkeep's Mallet",40527,"Achievements",80
1036,"Blessed Hidekeep's Knife",40528,"Achievements",80
1037,"Blessed Boltkeep's Needle",40529,"Achievements",80
1038,"Blessed Cauldronkeep's Alembic",40530,"Achievements",80
1039,"Blessed Galleykeep's Frypan",40531,"Achievements",80
1040,"Blessed Minekeep's Pickaxe",40532,"Achievements",80
1041,"Blessed Fieldkeep's Hatchet",40533,"Achievements",80
1042,"Blessed Tacklekeep's Rod",40534,"Achievements",80
1043,"Eversharp Earring",40206,"Achievements",77
1044,"Eversharp Choker",40207,"Achievements",77
1045,"Eversharp Wristbands",40208,"Achievements",77
1046,"Eversharp Ring",40209,"Achievements",77
1047,"Blessed Millking's Saw",40535,"Achievements",80
1048,"Blessed Forgeking's Hammer",40536,"Achievements",80
1049,"Blessed Hammerking's Beetle",40537,"Achievements",80
1050,"Blessed Gemking's Mallet",40538,"Achievements",80
1051,"Blessed Hideking's Knife",40539,"Achievements",80
1052,"Blessed Boltking's Needle",40540,"Achievements",80
1053,"Blessed Cauldronking's Alembic",40541,"Achievements",80
1054,"Blessed Galleyking's Frypan",40542,"Achievements",80
1055,"Blessed Mineking's Pickaxe",40543,"Achievements",80
1056,"Blessed Fieldking's Hatchet",40544,"Achievements",80
1057,"Blessed Tackleking's Rod",40545,"Achievements",80
1058,"Resplendent Minefiend's Pickaxe",40547,"Achievements",80
1059,"Resplendent Fieldfiend's Hatchet",40548,"Achievements",80
1060,"Resplendent Tacklefiend's Rod",40549,"Achievements",80
1061,"Riversbreath Longsword",24001,"Dungeon Gear",189
1062,"Riversbreath Tonfas",24010,"Dungeon Gear",189
1063,"Riversbreath Labrys",24002,"Dungeon Gear",189
1064,"Riversbreath Spear",24007,"Dungeon Gear",189
1065,"Riversbreath Longbow",24016,"Dungeon Gear",189
1066,"Riversbreath Cane",24026,"Dungeon Gear",189
1067,"Riversbreath Staff",24021,"Dungeon Gear",189
1068,"Riversbreath Grimoire",24022,"Dungeon Gear",189
1069,"Riversbreath Codex",24027,"Dungeon Gear",189
1070,"Riversbreath Jambiyas",24013,"Dungeon Gear",189
1071,"Riversbreath Faussar",24003,"Dungeon Gear",189
1072,"Riversbreath Culverin",24017,"Dungeon Gear",189
1073,"Riversbreath Star Globe",24028,"Dungeon Gear",189
1074,"Riversbreath Blade",24011,"Dungeon Gear",189
1075,"Riversbreath Tuck",24023,"Dungeon Gear",189
1076,"Riversbreath Bayonet",24004,"Dungeon Gear",189
1077,"Riversbreath Tathlums",24018,"Dungeon Gear",189
1078,"Riversbreath War Scythe",24008,"Dungeon Gear",189
1079,"Riversbreath Pendulums",24029,"Dungeon Gear",189
1080,"Riversbreath Twinfangs",24014,"Dungeon Gear",189
1081,"Riversbreath Round Brush",24024,"Dungeon Gear",189
1082,"Riversbreath Shield",24035,"Dungeon Gear",189
1083,"Riversbreath Pelt of Fending",24051,"Dungeon Gear",189
1084,"Riversbreath Jacket of Fending",24061,"Dungeon Gear",189
1085,"Riversbreath Armguards of Fending",24071,"Dungeon Gear",189
1086,"Riversbreath Bottoms of Fending",24081,"Dungeon Gear",189
1087,"Riversbreath Boots of Fending",24091,"Dungeon Gear",189
1088,"Riversbreath Pelt of Maiming",24052,"Dungeon Gear",189
1089,"Riversbreath Jacket of Maiming",24062,"Dungeon Gear",189
1090,"Riversbreath Armguards of Maiming",24072,"Dungeon Gear",189
1091,"Riversbreath Bottoms of Maiming",24082,"Dungeon Gear",189
1092,"Riversbreath Boots of Maiming",24092,"Dungeon Gear",189
1093,"Riversbreath Halfmask of Striking",24053,"Dungeon Gear",189
1094,"Riversbreath Chestpiece of Striking",24063,"Dungeon Gear",189
1095,"Riversbreath Armguards of Striking",24073,"Dungeon Gear",189
1096,"Riversbreath Hose of Striking",24083,"Dungeon Gear",189
1097,"Riversbreath Greaves of Striking",24093,"Dungeon Gear",189
1098,"Riversbreath Mask of Aiming",24055,"Dungeon Gear",189
1099,"Riversbreath Chestpiece of Aiming",24065,"Dungeon Gear",189
1100,"Riversbreath Fingerwraps of Aiming",24075,"Dungeon Gear",189
1101,"Riversbreath Bottoms of Aiming",24085,"Dungeon Gear",189
1102,"Riversbreath Boots of Aiming",24095,"Dungeon Gear",189
1103,"Riversbreath Halfmask of Scouting",24054,"Dungeon Gear",189
1104,"Riversbreath Chestpiece of Scouting",24064,"Dungeon Gear",189
1105,"Riversbreath Armguards of Scouting",24074,"Dungeon Gear",189
1106,"Riversbreath Hose of Scouting",24084,"Dungeon Gear",189
1107,"Riversbreath Greaves of Scouting",24094,"Dungeon Gear",189
1108,"Riversbreath Goggles of Healing",24057,"Dungeon Gear",189
1109,"Riversbreath Chestwrap of Healing",24067,"Dungeon Gear",189
1110,"Riversbreath Fingerwraps of Healing",24077,"Dungeon Gear",189
1111,"Riversbreath Breeches of Healing",24087,"Dungeon Gear",189
1112,"Riversbreath Sandals of Healing",24097,"Dungeon Gear",189
1113,"Riversbreath Goggles of Casting",24056,"Dungeon Gear",189
1114,"Riversbreath Chestwrap of Casting",24066,"Dungeon Gear",189
1115,"Riversbreath Fingerwraps of Casting",24076,"Dungeon Gear",189
1116,"Riversbreath Breeches of Casting",24086,"Dungeon Gear",189
1117,"Riversbreath Sandals of Casting",24096,"Dungeon Gear",189
1118,"Riversbreath Earring of Fending",24101,"Dungeon Gear",189
1119,"Riversbreath Earring of Slaying",24102,"Dungeon Gear",189
1120,"Riversbreath Earring of Aiming",24104,"Dungeon Gear",189
1121,"Riversbreath Earring of Healing",24107,"Dungeon Gear",189
1122,"Riversbreath Earring of Casting",24106,"Dungeon Gear",189
1123,"Riversbreath Necklace of Fending",24111,"Dungeon Gear",189
1124,"Riversbreath Necklace of Slaying",24112,"Dungeon Gear",189
1125,"Riversbreath Necklace of Aiming",24114,"Dungeon Gear",189
1126,"Riversbreath Necklace of Healing",24117,"Dungeon Gear",189
1127,"Riversbreath Necklace of Casting",24116,"Dungeon Gear",189
1128,"Riversbreath Bracelet of Fending",24121,"Dungeon Gear",189
1129,"Riversbreath Bracelet of Slaying",24122,"Dungeon Gear",189
1130,"Riversbreath Bracelet of Aiming",24124,"Dungeon Gear",189
1131,"Riversbreath Bracelet of Healing",24127,"Dungeon Gear",189
1132,"Riversbreath Bracelet of Casting",24126,"Dungeon Gear",189
1133,"Riversbreath Ring of Fending",24131,"Dungeon Gear",189
1134,"Riversbreath Ring of Slaying",24132,"Dungeon Gear",189
1135,"Riversbreath Ring of Aiming",24134,"Dungeon Gear",189
1136,"Riversbreath Ring of Healing",24137,"Dungeon Gear",189
1137,"Riversbreath Ring of Casting",24136,"Dungeon Gear",189
1138,"Zormor Sword",24151,"Dungeon Gear",190
1139,"Zormor Tonfas",24160,"Dungeon Gear",190
1140,"Zormor War Axe",24152,"Dungeon Gear",190
1141,"Zormor Spear",24157,"Dungeon Gear",190
1142,"Zormor Bow",24166,"Dungeon Gear",190
1143,"Zormor Cane",24176,"Dungeon Gear",190
1144,"Zormor Rod",24171,"Dungeon Gear",190
1145,"Zormor Grimoire",24172,"Dungeon Gear",190
1146,"Zormor Codex",24177,"Dungeon Gear",190
1147,"Zormor Daggers",24163,"Dungeon Gear",190
1148,"Zormor Greatsword",24153,"Dungeon Gear",190
1149,"Zormor Culverin",24167,"Dungeon Gear",190
1150,"Zormor Star Globe",24178,"Dungeon Gear",190
1151,"Zormor Tachi",24161,"Dungeon Gear",190
1152,"Zormor Rapier",24173,"Dungeon Gear",190
1153,"Zormor Gunblade",24154,"Dungeon Gear",190
1154,"Zormor Chakrams",24168,"Dungeon Gear",190
1155,"Zormor Sickle",24158,"Dungeon Gear",190
1156,"Zormor Dzi",24179,"Dungeon Gear",190
1157,"Zormor Twinfangs",24164,"Dungeon Gear",190
1158,"Zormor Fan Brush",24174,"Dungeon Gear",190
1159,"Zormor Round Shield",24185,"Dungeon Gear",190
1160,"Zormor Cap of Fending",24201,"Dungeon Gear",190
1161,"Zormor Poncho of Fending",24211,"Dungeon Gear",190
1162,"Zormor Chaplets of Fending",24221,"Dungeon Gear",190
1163,"Zormor Bottoms of Fending",24231,"Dungeon Gear",190
1164,"Zormor Gaiters of Fending",24241,"Dungeon Gear",190
1165,"Zormor Cap of Maiming",24202,"Dungeon Gear",190
1166,"Zormor Poncho of Maiming",24212,"Dungeon Gear",190
1167,"Zormor Chaplets of Maiming",24222,"Dungeon Gear",190
1168,"Zormor Bottoms of Maiming",24232,"Dungeon Gear",190
1169,"Zormor Gaiters of Maiming",24242,"Dungeon Gear",190
1170,"Zormor Cap of Striking",24203,"Dungeon Gear",190
1171,"Zormor Poncho of Striking",24213,"Dungeon Gear",190
1172,"Zormor Chaplets of Striking",24223,"Dungeon Gear",190
1173,"Zormor Sarouel of Striking",24233,"Dungeon Gear",190
1174,"Zormor Sandals of Striking",24243,"Dungeon Gear",190
1175,"Zormor Turban of Aiming",24205,"Dungeon Gear",190
1176,"Zormor Poncho of Aiming",24215,"Dungeon Gear",190
1177,"Zormor Chaplets of Aiming",24225,"Dungeon Gear",190
1178,"Zormor Bottoms of Aiming",24235,"Dungeon Gear",190
1179,"Zormor Gaiters of Aiming",24245,"Dungeon Gear",190
1180,"Zormor Cap of Scouting",24204,"Dungeon Gear",190
1181,"Zormor Poncho of Scouting",24214,"Dungeon Gear",190
1182,"Zormor Chaplets of Scouting",24224,"Dungeon Gear",190
1183,"Zormor Sarouel of Scouting",24234,"Dungeon Gear",190
1184,"Zormor Sandals of Scouting",24244,"Dungeon Gear",190
1185,"Zormor Turban of Healing",24207,"Dungeon Gear",190
1186,"Zormor Poncho of Healing",24217,"Dungeon Gear",190
1187,"Zormor Chaplets of Healing",24227,"Dungeon Gear",190
1188,"Zormor Sarouel of Healing",24237,"Dungeon Gear",190
1189,"Zormor Sandals of Healing",24247,"Dungeon Gear",190
1190,"Zormor Cap of Casting",24206,"Dungeon Gear",190
1191,"Zormor Poncho of Casting",24216,"Dungeon Gear",190
1192,"Zormor Chaplets of Casting",24226,"Dungeon Gear",190
1193,"Zormor Bottoms of Casting",24236,"Dungeon Gear",190
1194,"Zormor Gaiters of Casting",24246,"Dungeon Gear",190
1195,"Zormor Earrings of Fending",24251,"Dungeon Gear",190
1196,"Zormor Earrings of Slaying",24252,"Dungeon Gear",190
1197,"Zormor Earrings of Aiming",24254,"Dungeon Gear",190
1198,"Zormor Earrings of Healing",24257,"Dungeon Gear",190
1199,"Zormor Earrings of Casting",24256,"Dungeon Gear",190
1200,"Zormor Necklace of Fending",24261,"Dungeon Gear",190
1201,"Zormor Necklace of Slaying",24262,"Dungeon Gear",190
1202,"Zormor Necklace of Aiming",24264,"Dungeon Gear",190
1203,"Zormor Necklace of Healing",24267,"Dungeon Gear",190
1204,"Zormor Necklace of Casting",24266,"Dungeon Gear",190
1205,"Zormor Bracelet of Fending",24271,"Dungeon Gear",190
1206,"Zormor Bracelet of Slaying",24272,"Dungeon Gear",190
1207,"Zormor Bracelet of Aiming",24274,"Dungeon Gear",190
1208,"Zormor Bracelet of Healing",24277,"Dungeon Gear",190
1209,"Zormor Bracelet of Casting",24276,"Dungeon Gear",190
1210,"Zormor Ring of Fending",24281,"Dungeon Gear",190
1211,"Zormor Ring of Slaying",24282,"Dungeon Gear",190
1212,"Zormor Ring of Aiming",24284,"Dungeon Gear",190
1213,"Zormor Ring of Healing",24287,"Dungeon Gear",190
1214,"Zormor Ring of Casting",24286,"Dungeon Gear",190
1215,"Skydeep Sword",24301,"Dungeon Gear",191
1216,"Skydeep Claws",24310,"Dungeon Gear",191
1217,"Skydeep Labrys",24302,"Dungeon Gear",191
1218,"Skydeep Partisan",24307,"Dungeon Gear",191
1219,"Skydeep Composite Bow",24316,"Dungeon Gear",191
1220,"Skydeep Cane",24326,"Dungeon Gear",191
1221,"Skydeep Rod",24321,"Dungeon Gear",191
1222,"Skydeep Grimoire",24322,"Dungeon Gear",191
1223,"Skydeep Codex",24327,"Dungeon Gear",191
1224,"Skydeep Daggers",24313,"Dungeon Gear",191
1225,"Skydeep Greatsword",24303,"Dungeon Gear",191
1226,"Skydeep Pistol",24317,"Dungeon Gear",191
1227,"Skydeep Star Globe",24328,"Dungeon Gear",191
1228,"Skydeep Blade",24311,"Dungeon Gear",191
1229,"Skydeep Hanger",24323,"Dungeon Gear",191
1230,"Skydeep Manatrigger",24304,"Dungeon Gear",191
1231,"Skydeep Tathlums",24318,"Dungeon Gear",191
1232,"Skydeep War Scythe",24308,"Dungeon Gear",191
1233,"Skydeep Milpreves",24329,"Dungeon Gear",191
1234,"Skydeep Twinfangs",24314,"Dungeon Gear",191
1235,"Skydeep Flat Brush",24324,"Dungeon Gear",191
1236,"Skydeep Kite Shield",24335,"Dungeon Gear",191
1237,"Skydeep Helm of Fending",24351,"Dungeon Gear",191
1238,"Skydeep Mail of Fending",24361,"Dungeon Gear",191
1239,"Skydeep Gauntlets of Fending",24371,"Dungeon Gear",191
1240,"Skydeep Breeches of Fending",24381,"Dungeon Gear",191
1241,"Skydeep Boots of Fending",24391,"Dungeon Gear",191
1242,"Skydeep Helm of Maiming",24352,"Dungeon Gear",191
1243,"Skydeep Mail of Maiming",24362,"Dungeon Gear",191
1244,"Skydeep Armguards of Maiming",24372,"Dungeon Gear",191
1245,"Skydeep Trousers of Maiming",24382,"Dungeon Gear",191
1246,"Skydeep Thighboots of Maiming",24392,"Dungeon Gear",191
1247,"Skydeep Headband of Striking",24353,"Dungeon Gear",191
1248,"Skydeep Mail of Striking",24363,"Dungeon Gear",191
1249,"Skydeep Armguards of Striking",24373,"Dungeon Gear",191
1250,"Skydeep Breeches of Striking",24383,"Dungeon Gear",191
1251,"Skydeep Thighboots of Striking",24393,"Dungeon Gear",191
1252,"Skydeep Headband of Aiming",24355,"Dungeon Gear",191
1253,"Skydeep Coat of Aiming",24365,"Dungeon Gear",191
1254,"Skydeep Armguards of Aiming",24375,"Dungeon Gear",191
1255,"Skydeep Trousers of Aiming",24385,"Dungeon Gear",191
1256,"Skydeep Thighboots of Aiming",24395,"Dungeon Gear",191
1257,"Skydeep Bandana of Scouting",24354,"Dungeon Gear",191
1258,"Skydeep Coat of Scouting",24364,"Dungeon Gear",191
1259,"Skydeep Armguards of Scouting",24374,"Dungeon Gear",191
1260,"Skydeep Trousers of Scouting",24384,"Dungeon Gear",191
1261,"Skydeep Thighboots of Scouting",24394,"Dungeon Gear",191
1262,"Skydeep Visor of Healing",24357,"Dungeon Gear",191
1263,"Skydeep Robe of Healing",24367,"Dungeon Gear",191
1264,"Skydeep Armguards of Healing",24377,"Dungeon Gear",191
1265,"Skydeep Tights of Healing",24387,"Dungeon Gear",191
1266,"Skydeep Shoes of Healing",24397,"Dungeon Gear",191
1267,"Skydeep Visor of Casting",24356,"Dungeon Gear",191
1268,"Skydeep Robe of Casting",24366,"Dungeon Gear",191
1269,"Skydeep Armguards of Casting",24376,"Dungeon Gear",191
1270,"Skydeep Tights of Casting",24386,"Dungeon Gear",191
1271,"Skydeep Shoes of Casting",24396,"Dungeon Gear",191
1272,"Skydeep Earrings of Fending",24401,"Dungeon Gear",191
1273,"Skydeep Earrings of Slaying",24402,"Dungeon Gear",191
1274,"Skydeep Earrings of Aiming",24404,"Dungeon Gear",191
1275,"Skydeep Earrings of Healing",24407,"Dungeon Gear",191
1276,"Skydeep Earrings of Casting",24406,"Dungeon Gear",191
1277,"Skydeep Necklace of Fending",24411,"Dungeon Gear",191
1278,"Skydeep Necklace of Slaying",24412,"Dungeon Gear",191
1279,"Skydeep Necklace of Aiming",24414,"Dungeon Gear",191
1280,"Skydeep Necklace of Healing",24417,"Dungeon Gear",191
1281,"Skydeep Necklace of Casting",24416,"Dungeon Gear",191
1282,"Skydeep Bracelets of Fending",24421,"Dungeon Gear",191
1283,"Skydeep Bracelets of Slaying",24422,"Dungeon Gear",191
1284,"Skydeep Bracelets of Aiming",24424,"Dungeon Gear",191
1285,"Skydeep Bracelets of Healing",24427,"Dungeon Gear",191
1286,"Skydeep Bracelets of Casting",24426,"Dungeon Gear",191
1287,"Skydeep Ring of Fending",24431,"Dungeon Gear",191
1288,"Skydeep Ring of Slaying",24432,"Dungeon Gear",191
1289,"Skydeep Ring of Aiming",24434,"Dungeon Gear",191
1290,"Skydeep Ring of Healing",24437,"Dungeon Gear",191
1291,"Skydeep Ring of Casting",24436,"Dungeon Gear",191
1292,"Vanguard Longsword",24451,"Dungeon Gear",192
1293,"Vanguard Claws",24460,"Dungeon Gear",192
1294,"Vanguard War Axe",24452,"Dungeon Gear",192
1295,"Vanguard Spear",24457,"Dungeon Gear",192
1296,"Vanguard Composite Bow",24466,"Dungeon Gear",192
1297,"Vanguard Cane",24476,"Dungeon Gear",192
1298,"Vanguard Rod",24471,"Dungeon Gear",192
1299,"Vanguard Index",24472,"Dungeon Gear",192
1300,"Vanguard Codex",24477,"Dungeon Gear",192
1301,"Vanguard Daggers",24463,"Dungeon Gear",192
1302,"Vanguard Greatsword ",24453,"Dungeon Gear",192
1303,"Vanguard Pistol ",24467,"Dungeon Gear",192
1304,"Vanguard Astrometer ",24478,"Dungeon Gear",192
1305,"Vanguard Samurai Blade ",24461,"Dungeon Gear",192
1306,"Vanguard Rapier ",24473,"Dungeon Gear",192
1307,"Vanguard Gunblade",24454,"Dungeon Gear",192
1308,"Vanguard War Quoits",24468,"Dungeon Gear",192
1309,"Vanguard War Scythe",24458,"Dungeon Gear",192
1310,"Vanguard Syrinxi",24479,"Dungeon Gear",192
1311,"Vanguard Twinfangs",24464,"Dungeon Gear",192
1312,"Vanguard Angle Brush",24474,"Dungeon Gear",192
1313,"Vanguard Shield",24485,"Dungeon Gear",192
1314,"Vanguard Helm of Fending",24501,"Dungeon Gear",192
1315,"Vanguard Armor of Fending",24511,"Dungeon Gear",192
1316,"Vanguard Gauntlets of Fending",24521,"Dungeon Gear",192
1317,"Vanguard Brais of Fending",24531,"Dungeon Gear",192
1318,"Vanguard Sabatons of Fending",24541,"Dungeon Gear",192
1319,"Vanguard Helm of Maiming",24502,"Dungeon Gear",192
1320,"Vanguard Armor of Maiming",24512,"Dungeon Gear",192
1321,"Vanguard Gauntlets of Maiming",24522,"Dungeon Gear",192
1322,"Vanguard Brais of Maiming",24532,"Dungeon Gear",192
1323,"Vanguard Sabatons of Maiming",24542,"Dungeon Gear",192
1324,"Vanguard Mask of Striking",24503,"Dungeon Gear",192
1325,"Vanguard Bolero of Striking",24513,"Dungeon Gear",192
1326,"Vanguard Gloves of Striking",24523,"Dungeon Gear",192
1327,"Vanguard Breeches of Striking",24533,"Dungeon Gear",192
1328,"Vanguard Shoes of Striking",24543,"Dungeon Gear",192
1329,"Vanguard Mask of Aiming",24505,"Dungeon Gear",192
1330,"Vanguard Bolero of Aiming",24515,"Dungeon Gear",192
1331,"Vanguard Gloves of Aiming",24525,"Dungeon Gear",192
1332,"Vanguard Breeches of Aiming",24535,"Dungeon Gear",192
1333,"Vanguard Shoes of Aiming",24545,"Dungeon Gear",192
1334,"Vanguard Mask of Scouting",24504,"Dungeon Gear",192
1335,"Vanguard Bolero of Scouting",24514,"Dungeon Gear",192
1336,"Vanguard Gloves of Scouting",24524,"Dungeon Gear",192
1337,"Vanguard Breeches of Scouting",24534,"Dungeon Gear",192
1338,"Vanguard Shoes of Scouting",24544,"Dungeon Gear",192
1339,"Vanguard Mask of Healing",24507,"Dungeon Gear",192
1340,"Vanguard Jacket of Healing",24517,"Dungeon Gear",192
1341,"Vanguard Halfgloves of Healing",24527,"Dungeon Gear",192
1342,"Vanguard Halfslops of Healing",24537,"Dungeon Gear",192
1343,"Vanguard Shoes of Healing",24547,"Dungeon Gear",192
1344,"Vanguard Mask of Casting",24506,"Dungeon Gear",192
1345,"Vanguard Jacket of Casting",24516,"Dungeon Gear",192
1346,"Vanguard Halfgloves of Casting",24526,"Dungeon Gear",192
1347,"Vanguard Halfslops of Casting",24536,"Dungeon Gear",192
1348,"Vanguard Shoes of Casting",24546,"Dungeon Gear",192
1349,"Vanguard Earrings of Fending",24551,"Dungeon Gear",192
1350,"Vanguard Earrings of Slaying",24552,"Dungeon Gear",192
1351,"Vanguard Earrings of Aiming",24554,"Dungeon Gear",192
1352,"Vanguard Earrings of Healing",24557,"Dungeon Gear",192
1353,"Vanguard Earrings of Casting",24556,"Dungeon Gear",192
1354,"Vanguard Neckband of Fending",24561,"Dungeon Gear",192
1355,"Vanguard Neckband of Slaying",24562,"Dungeon Gear",192
1356,"Vanguard Neckband of Aiming",24564,"Dungeon Gear",192
1357,"Vanguard Neckband of Healing",24567,"Dungeon Gear",192
1358,"Vanguard Neckband of Casting",24566,"Dungeon Gear",192
1359,"Vanguard Bracelets of Fending",24571,"Dungeon Gear",192
1360,"Vanguard Bracelets of Slaying",24572,"Dungeon Gear",192
1361,"Vanguard Bracelets of Aiming",24574,"Dungeon Gear",192
1362,"Vanguard Bracelets of Healing",24577,"Dungeon Gear",192
1363,"Vanguard Bracelets of Casting",24576,"Dungeon Gear",192
1364,"Vanguard Ring of Fending",24581,"Dungeon Gear",192
1365,"Vanguard Ring of Slaying",24582,"Dungeon Gear",192
1366,"Vanguard Ring of Aiming",24584,"Dungeon Gear",192
1367,"Vanguard Ring of Healing",24587,"Dungeon Gear",192
1368,"Vanguard Ring of Casting",24586,"Dungeon Gear",192
1369,"Origenics Earrings of Fending",24701,"Dungeon Gear",193
1370,"Origenics Earrings of Slaying",24702,"Dungeon Gear",193
1371,"Origenics Earrings of Aiming",24704,"Dungeon Gear",193
1372,"Origenics Earrings of Healing",24707,"Dungeon Gear",193
1373,"Origenics Earrings of Casting",24706,"Dungeon Gear",193
1374,"Origenics Choker of Fending",24711,"Dungeon Gear",193
1375,"Origenics Choker of Slaying",24712,"Dungeon Gear",193
1376,"Origenics Choker of Aiming",24714,"Dungeon Gear",193
1377,"Origenics Choker of Healing",24717,"Dungeon Gear",193
