key,0,1,2,3,4
301,"Rising Conflict 15","Rising Conflict 15","Rising Conflict Blades 15",3328,"Rising Conflict 15"
302,"Crystal Conflict 15","Crystal Conflict 15","Crystal Conflict Arms 15",3329,"Crystal Conflict 15"
303,"Diamond Conflict 15","Diamond Conflict 15","Diamond Conflict Arms 15",3330,"Diamond Conflict 15"
304,"Platinum Conflict 15","Platinum Conflict 15","Platinum Conflict Arms 15",3331,"Platinum Conflict 15"
305,"Gold Conflict 15","Gold Conflict 15","Gold Conflict Arms 15",3332,"Gold Conflict 15"
306,"Silver Conflict 15","Silver Conflict 15","Silver Conflict Arms 15",3333,"Silver Conflict 15"
307,"Bronze Conflict 15","Bronze Conflict 15","Bronze Conflict Arms 15",3334,"Bronze Conflict 15"
308,"Final Conflict 16","Final Conflict 16","Final Conflict Crystal 16",3335,"Final Conflict 16"
309,"Endless Conflict 16","Endless Conflict 16","Endless Conflict Blades 16",3336,"Endless Conflict 16"
310,"Rising Conflict 16","Rising Conflict 16","Rising Conflict Blades 16",3337,"Rising Conflict 16"
311,"Ultima Conflict 16","Ultima Conflict 16","Ultima Conflict Arms 16",3338,"Ultima Conflict 16"
312,"Omega Conflict 16","Omega Conflict 16","Omega Conflict Arms 16",3339,"Omega Conflict 16"
313,"Crystal Conflict 16","Crystal Conflict 16","Crystal Conflict Arms 16",3340,"Crystal Conflict 16"
314,"Diamond Conflict 16","Diamond Conflict 16","Diamond Conflict Arms 16",3341,"Diamond Conflict 16"
315,"Platinum Conflict 16","Platinum Conflict 16","Platinum Conflict Arms 16",3342,"Platinum Conflict 16"
316,"Gold Conflict 16","Gold Conflict 16","Gold Conflict Arms 16",3343,"Gold Conflict 16"
317,"Silver Conflict 16","Silver Conflict 16","Silver Conflict Arms 16",3344,"Silver Conflict 16"
318,"Bronze Conflict 16","Bronze Conflict 16","Bronze Conflict Arms 16",3345,"Bronze Conflict 16"
319,"The Hands of Zirgorteh","None","Yok Huy Ironmail",2319,"The Hands of Zirgorteh"
320,"Pilgrim's Traverse","None","Pilgrim's Flowers",2400,"Pilgrim's Traverse"
321,"Distant Sanctums","None","Sanctum Stone",2401,"Distant Sanctums"
322,"Cosmic Constructs","Cosmic Constructs","Cosmic Constructs",2344,"Cosmic Constructs"
323,"Island Days","Island Days","None",2342,"Island Days"
324,"Bayside Battleground","Bayside Battleground","Bayside Pennants",3018,"Bayside Battleground"
325,"Worqor Chirteh","Worqor Chirteh","Triumphant Aurora",3019,"Worqor Chirteh"
326,"Final Conflict 17","Final Conflict 17","Final Conflict Crystal 17",3346,"Final Conflict 17"
327,"Endless Conflict 17","Endless Conflict 17","Endless Conflict Blades 17",3347,"Endless Conflict 17"
328,"Rising Conflict 17","Rising Conflict 17","Rising Conflict Blades 17",3348,"Rising Conflict 17"
329,"Ultima Conflict 17","Ultima Conflict 17","Ultima Conflict Arms 17",3349,"Ultima Conflict 17"
330,"Omega Conflict 17","Omega Conflict 17","Omega Conflict Arms 17",3350,"Omega Conflict 17"
331,"Crystal Conflict 17","Crystal Conflict 17","Crystal Conflict Arms 17",3351,"Crystal Conflict 17"
332,"Diamond Conflict 17","Diamond Conflict 17","Diamond Conflict Arms 17",3352,"Diamond Conflict 17"
333,"Platinum Conflict 17","Platinum Conflict 17","Platinum Conflict Arms 17",3353,"Platinum Conflict 17"
334,"Gold Conflict 17","Gold Conflict 17","Gold Conflict Arms 17",3354,"Gold Conflict 17"
335,"Silver Conflict 17","Silver Conflict 17","Silver Conflict Arms 17",3355,"Silver Conflict 17"
336,"Bronze Conflict 17","Bronze Conflict 17","Bronze Conflict Arms 17",3356,"Bronze Conflict 17"
337,"Final Conflict 18","Final Conflict 18","Final Conflict Crystal 18",3357,"Final Conflict 18"
338,"Endless Conflict 18","Endless Conflict 18","Endless Conflict Blades 18",3358,"Endless Conflict 18"
339,"Rising Conflict 18","Rising Conflict 18","Rising Conflict Blades 18",3359,"Rising Conflict 18"
340,"Ultima Conflict 18","Ultima Conflict 18","Ultima Conflict Arms 18",3360,"Ultima Conflict 18"
341,"Omega Conflict 18","Omega Conflict 18","Omega Conflict Arms 18",3361,"Omega Conflict 18"
342,"Crystal Conflict 18","Crystal Conflict 18","Crystal Conflict Arms 18",3362,"Crystal Conflict 18"
343,"Diamond Conflict 18","Diamond Conflict 18","Diamond Conflict Arms 16",3363,"Diamond Conflict 18"
344,"Platinum Conflict 18","Platinum Conflict 18","Platinum Conflict Arms 18",3364,"Platinum Conflict 18"
345,"Gold Conflict 18","Gold Conflict 18","Gold Conflict Arms 18",3365,"Gold Conflict 18"
346,"Silver Conflict 18","Silver Conflict 18","Silver Conflict Arms 18",3366,"Silver Conflict 18"
347,"Bronze Conflict 18","Bronze Conflict 18","Bronze Conflict Arms 18",3367,"Bronze Conflict 18"
348,"Special Accolades","Special Accolades","Tooting Moogle",4002,"Special Accolades"
349,"Cosmic Fantasy","Cosmic Fantasy","Cosmic Fantasy",2345,"Cosmic Fantasy"
350,"Merchant's Tale (Variant)","Merchant's Tale (Variant)","Merchant's Emblem",2405,"Merchant's Tale (Variant)"
351,"Simple Pink","Simple Pink","Simple Gradients",25,"Simple Pink"
352,"Simple Violet","Simple Violet","Simple Triangles",26,"Simple Violet"
353,"Simple Pale Blue","Simple Pale Blue","Simple Squares",27,"Simple Pale Blue"
354,"Simple Peach","Simple Peach","Simple Flowers",28,"Simple Peach"
355,"Simple Lime","Simple Lime","Simple Pentagons",29,"Simple Lime"
356,"Simple Pale Teal","Simple Pale Teal","Simple Shine",30,"Simple Pale Teal"
357,"Simple Pale Yellow","Simple Pale Yellow","Simple Circles",31,"Simple Pale Yellow"
358,"Simple Yellow","Simple Yellow","Simple Diamonds",32,"Simple Yellow"
359,"Black Cat","Black Cat","Black Cat Paws",2264,"Black Cat"
360,"Honey B. Lovely","Honey B. Lovely","Lovely Bee-holders",2265,"Honey B. Lovely"
361,"Brute Bomber","Brute Bomber","Brutal Disqualification",2266,"Brute Bomber"
362,"Wicked Thunder","Wicked Thunder","Wicked Bolts",2267,"Wicked Thunder"
363,"Dancing Green","Dancing Green","Dancing Tune",2268,"Dancing Green"
364,"Sugar Riot","Sugar Riot","Riotous Graffiti",2269,"Sugar Riot"
365,"Howling Blade","Howling Blade","Howling Streaks",2270,"Howling Blade"
366,"Vamp Fatale","Vamp Fatale","Fatalicious Lips",2271,"Vamp Fatale"
367,"Deep Blue","Deep Blue","Deep Blue Burst",2272,"Deep Blue"
368,"Red Hot","Red Hot","Red Hot Blaze",2273,"Red Hot"
369,"The Tyrant","The Tyrant","Tyrannical Distortion",2274,"The Tyrant"
370,"Archeia Harmonias","Archeia Harmonias","Archeia Harmonias Tomes",3020,"Archeia Harmonias"
371,"The Maelstrom","The Maelstrom","Maelstrom Standard",3021,"The Maelstrom"
372,"The Order of the Twin Adder","The Order of the Twin Adder","Twin Adder Standard",3022,"The Order of the Twin Adder"
373,"The Immortal Flames","The Immortal Flames","Immortal Flames Standard",3023,"The Immortal Flames"
374,"Final Conflict 19","Final Conflict 19","Final Conflict Crystal 19",3368,"Final Conflict 19"
375,"Endless Conflict 19","Endless Conflict 19","Endless Conflict Blades 19",3369,"Endless Conflict 19"
376,"Rising Conflict 19","Rising Conflict 19","Rising Conflict Blades 19",3370,"Rising Conflict 19"
377,"Ultima Conflict 19","Ultima Conflict 19","Ultima Conflict Arms 19",3371,"Ultima Conflict 19"
378,"Omega Conflict 19","Omega Conflict 19","Omega Conflict Arms 19",3372,"Omega Conflict 19"
379,"Crystal Conflict 19","Crystal Conflict 19","Crystal Conflict Arms 19",3373,"Crystal Conflict 19"
380,"Diamond Conflict 19","Diamond Conflict 19","Diamond Conflict Arms 19",3374,"Diamond Conflict 19"
381,"Platinum Conflict 19","Platinum Conflict 19","Platinum Conflict Arms 19",3375,"Platinum Conflict 19"
382,"Gold Conflict 19","Gold Conflict 19","Gold Conflict Arms 19",3376,"Gold Conflict 19"
383,"Silver Conflict 19","Silver Conflict 19","Silver Conflict Arms 19",3377,"Silver Conflict 19"
384,"Bronze Conflict 19","Bronze Conflict 19","Bronze Conflict Arms 19",3378,"Bronze Conflict 19"
385,"Final Conflict 20","Final Conflict 20","Final Conflict Crystal 20",3379,"Final Conflict 20"
386,"Endless Conflict 20","Endless Conflict 20","Endless Conflict Blades 20",3380,"Endless Conflict 20"
387,"Rising Conflict 20","Rising Conflict 20","Rising Conflict Blades 20",3381,"Rising Conflict 20"
388,"Ultima Conflict 20","Ultima Conflict 20","Ultima Conflict Arms 20",3382,"Ultima Conflict 20"
389,"Omega Conflict 20","Omega Conflict 20","Omega Conflict Arms 20",3383,"Omega Conflict 20"
390,"Crystal Conflict 20","Crystal Conflict 20","Crystal Conflict Arms 20",3384,"Crystal Conflict 20"
391,"Diamond Conflict 20","Diamond Conflict 20","Diamond Conflict Arms 20",3385,"Diamond Conflict 20"
392,"Platinum Conflict 20","Platinum Conflict 20","Platinum Conflict Arms 20",3386,"Platinum Conflict 20"
393,"Gold Conflict 20","Gold Conflict 20","Gold Conflict Arms 20",3387,"Gold Conflict 20"
394,"Silver Conflict 20","Silver Conflict 20","Silver Conflict Arms 20",3388,"Silver Conflict 20"
395,"Bronze Conflict 20","Bronze Conflict 20","Bronze Conflict Arms 20",3389,"Bronze Conflict 20"
396,"Final Conflict 21","Final Conflict 21","Final Conflict Crystal 21",3390,"Final Conflict 21"
397,"Endless Conflict 21","Endless Conflict 21","Endless Conflict Blades 21",3391,"Endless Conflict 21"
398,"Rising Conflict 21","Rising Conflict 21","Rising Conflict Blades 21",3392,"Rising Conflict 21"
399,"Ultima Conflict 21","Ultima Conflict 21","Ultima Conflict Arms 21",3393,"Ultima Conflict 21"
400,"Omega Conflict 21","Omega Conflict 21","Omega Conflict Arms 21",3394,"Omega Conflict 21"
401,"Crystal Conflict 21","Crystal Conflict 21","Crystal Conflict Arms 21",3395,"Crystal Conflict 21"
402,"Diamond Conflict 21","Diamond Conflict 21","Diamond Conflict Arms 21",3396,"Diamond Conflict 21"
403,"Platinum Conflict 21","Platinum Conflict 21","Platinum Conflict Arms 21",3397,"Platinum Conflict 21"
404,"Gold Conflict 21","Gold Conflict 21","Gold Conflict Arms 21",3398,"Gold Conflict 21"
405,"Silver Conflict 21","Silver Conflict 21","Silver Conflict Arms 21",3399,"Silver Conflict 21"
406,"Bronze Conflict 21","Bronze Conflict 21","Bronze Conflict Arms 21",3400,"Bronze Conflict 21"
407,"DRAGON QUEST X","DRAGON QUEST X","DRAGON QUEST X",3957,"DRAGON QUEST X"
408,"None","None","None",0,""
409,"None","None","None",0,""
410,"None","None","None",0,""
411,"None","None","None",0,""
412,"Echoes of Jeuno","Echoes of Jeuno","Prishe's Brooch",2275,"Echoes of Jeuno 1"
413,"Echoes of Jeuno","Echoes of Jeuno","Spikes of the Distant Chains",2276,"Echoes of Jeuno 2"
414,"Echoes of Jeuno","Echoes of Jeuno","Fafnir Fulmination",2277,"Echoes of Jeuno 3"
415,"Echoes of Jeuno","Echoes of Jeuno","Ark Angel Shield",2278,"Echoes of Jeuno 4"
416,"Echoes of Jeuno","Echoes of Jeuno","Shadow Lord Mark",2279,"Echoes of Jeuno 5"
417,"Echoes of San d'Oria","Echoes of San d'Oria","Kirin Winds",2280,"Echoes of San d'Oria 1"
418,"Echoes of San d'Oria","Echoes of San d'Oria","Ultima and Omega Orbs",2281,"Echoes of San d'Oria 2"
419,"Echoes of San d'Oria","Echoes of San d'Oria","Kam'lanaut's Arms",2282,"Echoes of San d'Oria 3"
420,"Echoes of San d'Oria","Echoes of San d'Oria","Eald'narche's Exoplates",2283,"Echoes of San d'Oria 4"
421,"Echoes of Windurst","Echoes of Windurst","Exulting Shantotto",2284,"Echoes of Windurst 1"
422,"Echoes of Windurst","Echoes of Windurst","Alexander Magick",2285,"Echoes of Windurst 2"
423,"Echoes of Windurst","Echoes of Windurst","Promathia Magick",2286,"Echoes of Windurst 3"
424,"Echoes of Windurst","Echoes of Windurst","Shinryu Magick",2287,"Echoes of Windurst 4"
425,"Cosmic Growth","Cosmic Growth","Cosmic Growth",2346,"Cosmic Growth"
426,"None","None","None",0,""
427,"None","None","None",0,""
428,"None","None","None",0,""
429,"None","None","None",0,""
430,"None","None","None",0,""
431,"None","None","None",0,""
432,"None","None","None",0,""
433,"None","None","None",0,""
434,"None","None","None",0,""
435,"None","None","None",0,""
436,"None","None","None",0,""
437,"None","None","None",0,""
438,"None","None","None",0,""
439,"None","None","None",0,""
440,"None","None","None",0,""
441,"None","None","None",0,""
442,"None","None","None",0,""
443,"None","None","None",0,""
444,"None","None","None",0,""
445,"None","None","None",0,""
446,"None","None","None",0,""
447,"None","None","None",0,""
448,"None","None","None",0,""
449,"None","None","None",0,""
450,"None","None","None",0,""
