key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
5004,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Con_Teikoku_Boss.scd","","",0,222,"Colosseum#1",0,"","","BNpcBase#14200","The colossi are scrap, and the captain hits <Emphasis>us</Emphasis> as often as the enemy!
Enough! Time for a tactical withdrawal!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5005,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Event_Treacherous.scd","","",0,237,"Colosseum#0",0,"","","BNpcBase#14800","Split up and head for the Ruby Bazaar! And remember: under no circumstances must you engage the Sekiseigumi!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5006,"InstanceContentType#7",0,30,False,"","","",0,261,"Colosseum#0",0,"","","BNpcBase#15000","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5007,"InstanceContentType#7",0,30,False,"music/ex1/BGM_EX1_Makosen_Nomal02.scd","","",0,245,"Colosseum#0",0,"","","BNpcBase#15400","Ritual progress","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5008,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Event_BattleCommon_02.scd","","",0,246,"Colosseum#0",0,"","","BNpcBase#15200","Prevent the Dotharl from claiming the ovoo","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,5,0,False,0,0,0,0,0,0,False,0,0,False
5009,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Dungeon_Lim_05.scd","","",0,248,"Colosseum#0",0,"","","BNpcBase#15300","B-Bugger this! Time to use the secret weapon!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5010,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Event_JobShiren.scd","music/ffxiv/BGM_Boss_05.scd","",0,249,"Colosseum#0",0,"","","BNpcBase#15600","No, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>! You cannot fall...not when you are so close!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5011,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Event_JobShiren.scd","music/ffxiv/BGM_Boss_07.scd","",0,250,"Colosseum#0",0,"","","BNpcBase#15800","<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>, forgive me... I am undone...","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5012,"InstanceContentType#7",0,30,False,"music/ex2/BGM_EX2_Boss_Battle_01.scd","","",0,251,"Colosseum#0",0,"","","BNpcBase#16000","Victory is mine. A new day dawns upon the realm.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5013,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Event_BattleCommon_02.scd","","",0,260,"Colosseum#0",0,"","","BNpcBase#15700","Brace yourself! I fear there is no escaping this onslaught!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5014,"InstanceContentType#7",0,30,False,"music/ex1/BGM_EX1_Dungeon_Komuda2.scd","","",0,265,"Colosseum#0",0,"","","BNpcBase#16600","Is it...waiting for us?","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5015,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Dungeon_Uru_06.scd","","",0,266,"Colosseum#0",0,"","","BNpcBase#15900","It would be my pleasure.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5016,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Event_Treacherous.scd","","",0,267,"Colosseum#1",0,"","","BNpcBase#16700","Graaagh! Faunehm, why...?","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5017,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Con_Teikoku_02.scd","","",0,269,"Colosseum#0",0,"","","BNpcBase#17000","Still got that siphon, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>!? Then use it!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5018,"InstanceContentType#7",0,30,False,"","","",0,270,"Colosseum#0",0,"","","BNpcBase#15100","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5019,"InstanceContentType#7",0,30,False,"","","",0,271,"Colosseum#0",0,"","","BNpcBase#16400","We're still here, old man! What else have you got!?","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5020,"InstanceContentType#7",0,30,False,"","","",0,272,"Colosseum#0",0,"","","BNpcBase#16500","Again and again and again you kill. Do you feel nothing!?","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5021,"InstanceContentType#7",0,30,False,"","","",0,273,"Colosseum#1",0,"","","BNpcBase#16800","<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>, come to my side! I shall heal you.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5022,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Event_JobShiren.scd","","",0,274,"Colosseum#0",0,"","","BNpcBase#17100","See through Hanzo's illusions and defeat him!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5023,"InstanceContentType#7",0,30,False,"music/ex2/BGM_EX2_Omega_01.scd","","",0,275,"Colosseum#0",0,"","","BNpcBase#17400","Not even mine avatar is safe... I take my leave of thee, mortal.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5024,"InstanceContentType#7",0,30,False,"music/ex2/BGM_EX2_Ban_02.scd","","",0,282,"Colosseum#0",0,"","","BNpcBase#18300","Hold on, Fordola...
We end this now! For Ala Mhigo!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,6,0,11,0,False,0,0,0,0,0,0,False,0,0,False
5025,"InstanceContentType#7",0,30,False,"","","",0,582,"Colosseum#0",0,"","","BNpcBase#19600","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5026,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","","",0,609,"Colosseum#0",0,"","","BNpcBase#20300","Time to finish this!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,8,0,25,0,False,0,0,0,0,0,0,False,0,0,False
5027,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Event_BKC10.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,646,"Colosseum#0",0,"","",,"Of all the places...","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,9,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5028,"InstanceContentType#7",0,30,False,"music/ex2/BGM_EX2_Boss_Battle_01.scd","","",0,648,"Colosseum#0",0,"","",,"We may be on the back foot, but it's not over yet!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,31,0,False,0,0,0,0,0,0,False,0,0,False
5029,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","","",0,678,"Colosseum#0",0,"","",,"Unrepentant to the last... This madness dies with you.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5030,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Boss_06.scd","music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","",0,679,"Colosseum#0",0,"","",,"If I'm not fully healed soon, I think I might...<pant>","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5031,"InstanceContentType#7",0,30,False,"music/ex3/BGM_EX3_Boss_Battle01.scd","music/ffxiv/BGM_Null.scd","",0,680,"Colosseum#1",0,"","",,"Then pay it you shall!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,4,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5032,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Dungeon_Deep02.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,681,"Colosseum#1",0,"","",,"Hurry! We can hold him no longer!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,4,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5033,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Battle_Dungeon_02.scd","music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","",0,686,"Colosseum#0",0,"","",,"We really should have asked for a map. Not that it'd have been much use after all the cave-ins...","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5034,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Boss_03.scd","music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","",0,691,"Colosseum#0",0,"","",,"Like I'll let you roar again! I've got plenty of arrows left!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5035,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","","",0,702,"Colosseum#1",0,"","",,"It works, it works! Hahaha! Arch Ultima is unstoppable!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,4,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5036,"InstanceContentType#7",0,30,False,"music/ex3/BGM_EX3_Event_06.scd","music/ex3/BGM_EX3_Null.scd","",0,703,"Colosseum#0",0,"","",,"I still sense a nightmare nearby... Let's hurry and find it!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,14,12,0,0,0,False,0,0,False
5037,"InstanceContentType#7",0,90,False,"music/ex2/BGM_EX2_Dan_D13.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,723,"Colosseum#0",0,"","",,"Defeat Varis yae Galvus!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,13,0,39,0,False,0,24,0,0,0,0,False,0,0,False
5038,"InstanceContentType#7",0,30,False,"music/ffxiv/BGM_Dungeon_Deep02.scd","","",0,724,"Colosseum#1",0,"","",,"One worthy of she who the Ronkans extolled, must be strong of mind, body, and soul.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,23,0,0,0,0,False,0,0,False
5039,"InstanceContentType#7",0,15,False,"music/ex1/BGM_EX1_Boss04.scd","","",0,740,"Colosseum#0",0,"","",,"Deploy the Aetherial Aegis to weather the storm!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5040,"InstanceContentType#7",0,30,False,"music/ex3/BGM_EX3_Ban_09.scd","","",0,741,"Colosseum#0",0,"","",,"The turrets are preparing to self-destruct.
Destroy them with the Ultima Buster!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5041,"InstanceContentType#7",0,30,False,"","","",0,743,"Colosseum#0",0,"","",,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,31,0,False,0,0,0,0,0,0,False,0,0,False
5042,"InstanceContentType#7",0,30,False,"music/ex3/BGM_EX3_Event_06.scd","music/ex3/BGM_EX3_Null.scd","",0,764,"Colosseum#1",0,"","",,"<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>, a little more aether! Just a little more, and I can finish this!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,44,0,False,0,0,0,0,0,0,False,0,0,False
5043,"InstanceContentType#7",0,30,False,"music/ex3/BGM_EX3_MYC_02.scd","music/ex3/BGM_EX3_Null.scd","",0,765,"Colosseum#0",0,"","",,"I will see to Misija. The remaining magitek armor is yours.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5044,"InstanceContentType#7",0,60,False,"","","",0,780,"Colosseum#1",0,"","",,"Then let us take this opportunity to cure the tempered!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,49,0,0,0,0,False,0,0,False
5045,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Boss_Battle01.scd","","",0,793,"Colosseum#1",0,"","",,"Search around the immobilized magitek reaper for the person calling to you","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,16,0,54,0,False,0,60,0,0,0,0,False,0,0,False
5046,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Event_20.scd","","",0,795,"Colosseum#0",0,"","",,"I have seen enough.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,57,0,False,0,0,0,0,0,0,False,0,0,False
5047,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Event_18.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,798,"Colosseum#1",0,"","",,"Show me your vaunted fortitude!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,17,0,0,0,False,0,71,0,0,0,0,False,0,0,False
5048,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_JobShiren.scd","music/ex3/BGM_EX3_Null.scd","",0,799,"Colosseum#1",0,"","",,"1 second to Extinction Flare...","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5049,"InstanceContentType#7",0,60,False,"","","",0,804,"Colosseum#0",0,"","",,"Calm the distressed refugees!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,74,0,0,0,0,False,0,0,False
5050,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Event_JobShiren.scd","music/ex3/BGM_EX3_Null.scd","",0,805,"Colosseum#1",0,"","",,"My aether is exhausted... I cannot stand...","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,15,0,48,0,False,0,72,0,0,0,0,False,0,0,False
5051,"InstanceContentType#7",0,60,False,"","","",0,812,"Colosseum#0",0,"","",,"It's time. We only have one shot at this, so let's make it count!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,49,0,False,0,73,0,0,0,0,False,0,0,False
5052,"InstanceContentType#7",0,60,False,"music/ex1/BGM_EX1_Dungeon_botanical_gardens.scd","","",0,813,"Colosseum#0",0,"","",,"Grrr, damn you!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5053,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Dungeon_Uru_04.scd","","",0,814,"Colosseum#0",0,"","",,"Use Guillotine","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,75,42,0,0,0,False,0,0,False
5054,"InstanceContentType#7",0,60,False,"music/ex1/BGM_EX1_Event_Soten.scd","music/ex3/BGM_EX3_Null.scd","",0,815,"Colosseum#1",0,"","",,"<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>─this way!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,55,0,False,0,0,0,0,0,0,False,0,0,False
5055,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Boss_Battle01.scd","","",0,816,"Colosseum#0",0,"","",,"Ugh... I can't die...without a final meal.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5056,"InstanceContentType#7",0,60,False,"","","",0,817,"Colosseum#0",0,"","",,"Keep your comrades alive and break their mind control.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5057,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Boss_Battle02.scd","","",0,818,"Colosseum#1",0,"","",,"Defeat Izanami","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5058,"InstanceContentType#7",0,60,False,"music/ex2/BGM_EX2_Boss_Battle_01.scd","","",0,820,"Colosseum#1",0,"","",,"1 second to Fordola's Penitent Blade...","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5059,"InstanceContentType#7",0,60,False,"","","",0,845,"Colosseum#1",0,"","",,"Defeat Nerva yae Galvus!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,80,0,0,0,0,False,0,0,False
5060,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Con_Teikoku_Boss.scd","music/ffxiv/BGM_Null.scd","",0,865,"Colosseum#0",0,"","",,"We've raised the alarm as you bade...and now we would fight with you!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,85,0,0,0,0,False,0,0,False
5061,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Con_Ascian.scd","","",0,867,"Colosseum#1",0,"","",,"Hmph. Yours was always a vain struggle.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,61,0,False,0,88,0,0,0,0,False,0,0,False
5062,"InstanceContentType#7",0,60,False,"music/ex4/BGM_EX4_Boss_Battle03.scd","","",0,874,"Colosseum#1",0,"","",,"She can turn voidsent into crystal...","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,99,0,0,0,0,False,0,0,False
5063,"InstanceContentType#7",0,60,False,"music/ffxiv/BGM_Con_Ish_01.scd","","",0,885,"Colosseum#1",0,"","",,"Yda and I have matters here well in hand. <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>, you must go and see to the final ward.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,64,0,False,0,105,0,0,0,0,False,0,0,False
